year,class,cited_class,citation_count
1990,Y02A10,Y02A10,77
1990,Y02A10,Y02A20,4
1990,Y02A10,Y02A30,6
1990,Y02A10,Y02A40,6
1990,Y02A10,Y02E10,3
1990,Y02A10,Y02W10,11
1990,Y02A10,Y02W30,10
1990,Y02A20,Y02A10,7
1990,Y02A20,Y02A20,677
1990,Y02A20,Y02A30,4
1990,Y02A20,Y02A40,3
1990,Y02A20,Y02A50,1
1990,Y02A20,Y02B10,14
1990,Y02A20,Y02B30,9
1990,Y02A20,Y02B40,1
1990,Y02A20,Y02E10,71
1990,Y02A20,Y02E20,2
1990,Y02A20,Y02E30,2
1990,Y02A20,Y02E50,1
1990,Y02A20,Y02E60,2
1990,Y02A20,Y02E70,1
1990,Y02A20,Y02P20,1
1990,Y02A20,Y02P30,1
1990,Y02A20,Y02P40,1
1990,Y02A20,Y02P70,2
1990,Y02A20,Y02P80,3
1990,Y02A20,Y02T10,1
1990,Y02A20,Y02W10,45
1990,Y02A20,Y02W30,4
1990,Y02A30,Y02A10,1
1990,Y02A30,Y02A20,2
1990,Y02A30,Y02A30,332
1990,Y02A30,Y02A40,5
1990,Y02A30,Y02A50,1
1990,Y02A30,Y02B10,58
1990,Y02A30,Y02B20,1
1990,Y02A30,Y02B30,173
1990,Y02A30,Y02B40,4
1990,Y02A30,Y02B80,82
1990,Y02A30,Y02C20,1
1990,Y02A30,Y02D30,5
1990,Y02A30,Y02E10,83
1990,Y02A30,Y02E20,1
1990,Y02A30,Y02E30,5
1990,Y02A30,Y02E60,31
1990,Y02A30,Y02E70,5
1990,Y02A30,Y02P20,23
1990,Y02A30,Y02P60,7
1990,Y02A30,Y02P70,3
1990,Y02A30,Y02P80,2
1990,Y02A30,Y02T10,15
1990,Y02A30,Y02T50,1
1990,Y02A30,Y02W10,1
1990,Y02A30,Y02W30,8
1990,Y02A40,Y02A10,2
1990,Y02A40,Y02A20,9
1990,Y02A40,Y02A30,4
1990,Y02A40,Y02A40,802
1990,Y02A40,Y02A50,18
1990,Y02A40,Y02B10,18
1990,Y02A40,Y02B30,4
1990,Y02A40,Y02B40,6
1990,Y02A40,Y02E10,40
1990,Y02A40,Y02E20,2
1990,Y02A40,Y02E30,2
1990,Y02A40,Y02E50,23
1990,Y02A40,Y02E60,3
1990,Y02A40,Y02P20,140
1990,Y02A40,Y02P40,2
1990,Y02A40,Y02P60,81
1990,Y02A40,Y02P70,3
1990,Y02A40,Y02P90,2
1990,Y02A40,Y02T10,2
1990,Y02A40,Y02W10,45
1990,Y02A40,Y02W30,98
1990,Y02A40,Y02W90,7
1990,Y02A50,Y02A20,1
1990,Y02A50,Y02A40,9
1990,Y02A50,Y02A50,569
1990,Y02A50,Y02B30,3
1990,Y02A50,Y02B40,1
1990,Y02A50,Y02C20,13
1990,Y02A50,Y02E20,8
1990,Y02A50,Y02E30,1
1990,Y02A50,Y02E50,11
1990,Y02A50,Y02E60,9
1990,Y02A50,Y02P10,5
1990,Y02A50,Y02P20,46
1990,Y02A50,Y02P30,1
1990,Y02A50,Y02P40,1
1990,Y02A50,Y02P60,1
1990,Y02A50,Y02P70,1
1990,Y02A50,Y02P90,1
1990,Y02A50,Y02T10,201
1990,Y02A50,Y02T50,2
1990,Y02A50,Y02W10,105
1990,Y02A50,Y02W30,24
1990,Y02A90,Y02A90,69
1990,Y02A90,Y02E30,1
1990,Y02A90,Y02E60,1
1990,Y02A90,Y02P90,1
1990,Y02B10,Y02A20,7
1990,Y02B10,Y02A30,33
1990,Y02B10,Y02A40,14
1990,Y02B10,Y02B10,226
1990,Y02B10,Y02B20,3
1990,Y02B10,Y02B30,47
1990,Y02B10,Y02B80,2
1990,Y02B10,Y02D30,4
1990,Y02B10,Y02E10,307
1990,Y02B10,Y02E60,36
1990,Y02B10,Y02E70,15
1990,Y02B10,Y02P60,7
1990,Y02B10,Y02P70,4
1990,Y02B10,Y02P80,5
1990,Y02B10,Y02T10,3
1990,Y02B20,Y02A40,1
1990,Y02B20,Y02B10,1
1990,Y02B20,Y02B20,327
1990,Y02B20,Y02B40,1
1990,Y02B20,Y02B70,31
1990,Y02B20,Y02B90,4
1990,Y02B20,Y02E10,5
1990,Y02B20,Y02E30,1
1990,Y02B20,Y02E60,4
1990,Y02B20,Y02E70,1
1990,Y02B20,Y02P20,1
1990,Y02B20,Y02P70,1
1990,Y02B20,Y02P80,1
1990,Y02B20,Y02P90,1
1990,Y02B30,Y02A20,5
1990,Y02B30,Y02A30,151
1990,Y02B30,Y02A40,9
1990,Y02B30,Y02A50,2
1990,Y02B30,Y02B10,54
1990,Y02B30,Y02B20,4
1990,Y02B30,Y02B30,692
1990,Y02B30,Y02B40,1
1990,Y02B30,Y02B70,4
1990,Y02B30,Y02C20,1
1990,Y02B30,Y02E10,44
1990,Y02B30,Y02E20,11
1990,Y02B30,Y02E30,3
1990,Y02B30,Y02E50,3
1990,Y02B30,Y02E60,45
1990,Y02B30,Y02E70,5
1990,Y02B30,Y02P20,23
1990,Y02B30,Y02P40,1
1990,Y02B30,Y02P60,3
1990,Y02B30,Y02P70,5
1990,Y02B30,Y02P80,6
1990,Y02B30,Y02T10,20
1990,Y02B30,Y02T50,2
1990,Y02B30,Y02W10,5
1990,Y02B30,Y02W30,1
1990,Y02B40,Y02A20,12
1990,Y02B40,Y02A40,10
1990,Y02B40,Y02B10,2
1990,Y02B40,Y02B30,5
1990,Y02B40,Y02B40,68
1990,Y02B40,Y02B70,4
1990,Y02B40,Y02D30,1
1990,Y02B40,Y02E10,13
1990,Y02B40,Y02E50,2
1990,Y02B40,Y02E60,15
1990,Y02B40,Y02P20,4
1990,Y02B40,Y02P70,1
1990,Y02B40,Y02P80,2
1990,Y02B40,Y02T10,2
1990,Y02B40,Y02T90,2
1990,Y02B40,Y02W10,4
1990,Y02B40,Y02W30,2
1990,Y02B50,Y02B50,1
1990,Y02B50,Y02P70,1
1990,Y02B60,Y02D30,1
1990,Y02B70,Y02B10,1
1990,Y02B70,Y02B20,17
1990,Y02B70,Y02B30,3
1990,Y02B70,Y02B40,5
1990,Y02B70,Y02B70,212
1990,Y02B70,Y02B90,30
1990,Y02B70,Y02D10,2
1990,Y02B70,Y02D30,7
1990,Y02B70,Y02E10,1
1990,Y02B70,Y02E40,3
1990,Y02B70,Y02E60,29
1990,Y02B70,Y02P70,2
1990,Y02B70,Y02P80,11
1990,Y02B70,Y02P90,1
1990,Y02B70,Y02T10,1
1990,Y02B70,Y02T90,1
1990,Y02B80,Y02A30,82
1990,Y02B80,Y02A50,1
1990,Y02B80,Y02B10,8
1990,Y02B80,Y02B20,1
1990,Y02B80,Y02B30,1
1990,Y02B80,Y02B40,4
1990,Y02B80,Y02B80,82
1990,Y02B80,Y02E10,18
1990,Y02B80,Y02E30,3
1990,Y02B80,Y02E60,3
1990,Y02B80,Y02E70,1
1990,Y02B80,Y02P60,1
1990,Y02B80,Y02T10,1
1990,Y02B80,Y02T50,1
1990,Y02B80,Y02W30,6
1990,Y02B90,Y02B20,7
1990,Y02B90,Y02B70,45
1990,Y02B90,Y02B90,60
1990,Y02B90,Y02D30,1
1990,Y02B90,Y02E60,31
1990,Y02C10,Y02C20,1
1990,Y02C20,Y02A20,1
1990,Y02C20,Y02A30,1
1990,Y02C20,Y02A50,33
1990,Y02C20,Y02B30,3
1990,Y02C20,Y02C20,271
1990,Y02C20,Y02E10,1
1990,Y02C20,Y02E20,4
1990,Y02C20,Y02E50,8
1990,Y02C20,Y02E60,30
1990,Y02C20,Y02P10,4
1990,Y02C20,Y02P20,125
1990,Y02C20,Y02P30,1
1990,Y02C20,Y02P40,3
1990,Y02C20,Y02P70,5
1990,Y02C20,Y02T10,12
1990,Y02C20,Y02T50,1
1990,Y02C20,Y02W10,9
1990,Y02D10,Y02B20,1
1990,Y02D10,Y02B60,3
1990,Y02D10,Y02B70,4
1990,Y02D10,Y02D10,101
1990,Y02D10,Y02D30,25
1990,Y02D10,Y02E10,1
1990,Y02D10,Y02E60,1
1990,Y02D10,Y02P20,1
1990,Y02D10,Y02P70,3
1990,Y02D10,Y02T10,2
1990,Y02D30,Y02A40,1
1990,Y02D30,Y02A90,1
1990,Y02D30,Y02B60,1
1990,Y02D30,Y02B70,3
1990,Y02D30,Y02B90,2
1990,Y02D30,Y02D10,30
1990,Y02D30,Y02D30,248
1990,Y02D30,Y02E60,3
1990,Y02D30,Y02P70,1
1990,Y02D30,Y02T10,4
1990,Y02E10,Y02A20,48
1990,Y02E10,Y02A30,42
1990,Y02E10,Y02A40,34
1990,Y02E10,Y02B10,309
1990,Y02E10,Y02B20,12
1990,Y02E10,Y02B30,51
1990,Y02E10,Y02B40,11
1990,Y02E10,Y02B70,1
1990,Y02E10,Y02B80,3
1990,Y02E10,Y02C20,3
1990,Y02E10,Y02D10,1
1990,Y02E10,Y02D30,4
1990,Y02E10,Y02E10,2248
1990,Y02E10,Y02E20,11
1990,Y02E10,Y02E30,1
1990,Y02E10,Y02E50,1
1990,Y02E10,Y02E60,98
1990,Y02E10,Y02E70,52
1990,Y02E10,Y02P10,11
1990,Y02E10,Y02P20,14
1990,Y02E10,Y02P30,1
1990,Y02E10,Y02P40,2
1990,Y02E10,Y02P60,16
1990,Y02E10,Y02P70,248
1990,Y02E10,Y02P80,18
1990,Y02E10,Y02T10,15
1990,Y02E10,Y02T50,22
1990,Y02E10,Y02T70,12
1990,Y02E10,Y02T90,3
1990,Y02E10,Y02W10,9
1990,Y02E10,Y02W30,3
1990,Y02E20,Y02A20,1
1990,Y02E20,Y02A30,8
1990,Y02E20,Y02A40,1
1990,Y02E20,Y02A50,5
1990,Y02E20,Y02B10,6
1990,Y02E20,Y02B30,36
1990,Y02E20,Y02B70,3
1990,Y02E20,Y02B90,2
1990,Y02E20,Y02C20,9
1990,Y02E20,Y02E10,1
1990,Y02E20,Y02E20,294
1990,Y02E20,Y02E30,7
1990,Y02E20,Y02E50,13
1990,Y02E20,Y02E60,28
1990,Y02E20,Y02E70,1
1990,Y02E20,Y02P10,18
1990,Y02E20,Y02P20,48
1990,Y02E20,Y02P40,28
1990,Y02E20,Y02P60,1
1990,Y02E20,Y02P70,9
1990,Y02E20,Y02P80,5
1990,Y02E20,Y02P90,2
1990,Y02E20,Y02T10,52
1990,Y02E20,Y02T50,22
1990,Y02E20,Y02W10,22
1990,Y02E20,Y02W30,14
1990,Y02E30,Y02B10,2
1990,Y02E30,Y02B30,1
1990,Y02E30,Y02E10,10
1990,Y02E30,Y02E20,1
1990,Y02E30,Y02E30,1923
1990,Y02E30,Y02E40,3
1990,Y02E30,Y02E60,30
1990,Y02E30,Y02P10,6
1990,Y02E30,Y02P20,10
1990,Y02E30,Y02P60,1
1990,Y02E30,Y02P70,2
1990,Y02E30,Y02P90,2
1990,Y02E30,Y02T10,3
1990,Y02E30,Y02T50,4
1990,Y02E30,Y02T90,1
1990,Y02E30,Y02W30,20
1990,Y02E40,Y02B30,1
1990,Y02E40,Y02B70,21
1990,Y02E40,Y02B90,1
1990,Y02E40,Y02E10,1
1990,Y02E40,Y02E30,5
1990,Y02E40,Y02E40,314
1990,Y02E40,Y02E60,9
1990,Y02E40,Y02E70,1
1990,Y02E40,Y02P10,1
1990,Y02E40,Y02P80,1
1990,Y02E40,Y02T10,1
1990,Y02E50,Y02A20,1
1990,Y02E50,Y02A40,20
1990,Y02E50,Y02A50,10
1990,Y02E50,Y02B30,4
1990,Y02E50,Y02B70,1
1990,Y02E50,Y02E20,8
1990,Y02E50,Y02E30,1
1990,Y02E50,Y02E50,225
1990,Y02E50,Y02E60,1
1990,Y02E50,Y02P10,7
1990,Y02E50,Y02P20,66
1990,Y02E50,Y02P30,1
1990,Y02E50,Y02P40,13
1990,Y02E50,Y02P60,5
1990,Y02E50,Y02P70,6
1990,Y02E50,Y02P80,1
1990,Y02E50,Y02T10,1
1990,Y02E50,Y02T50,1
1990,Y02E50,Y02W10,75
1990,Y02E50,Y02W30,36
1990,Y02E60,Y02A20,6
1990,Y02E60,Y02A30,22
1990,Y02E60,Y02A40,9
1990,Y02E60,Y02A50,8
1990,Y02E60,Y02B10,35
1990,Y02E60,Y02B20,7
1990,Y02E60,Y02B30,31
1990,Y02E60,Y02B40,2
1990,Y02E60,Y02B70,28
1990,Y02E60,Y02B90,26
1990,Y02E60,Y02C20,10
1990,Y02E60,Y02D10,1
1990,Y02E60,Y02D30,2
1990,Y02E60,Y02E10,75
1990,Y02E60,Y02E20,20
1990,Y02E60,Y02E30,18
1990,Y02E60,Y02E40,5
1990,Y02E60,Y02E50,3
1990,Y02E60,Y02E60,5184
1990,Y02E60,Y02E70,28
1990,Y02E60,Y02P10,2
1990,Y02E60,Y02P20,67
1990,Y02E60,Y02P40,3
1990,Y02E60,Y02P60,11
1990,Y02E60,Y02P70,779
1990,Y02E60,Y02P80,1
1990,Y02E60,Y02P90,3
1990,Y02E60,Y02T10,128
1990,Y02E60,Y02T30,1
1990,Y02E60,Y02T50,8
1990,Y02E60,Y02T70,1
1990,Y02E60,Y02T90,26
1990,Y02E60,Y02W10,4
1990,Y02E60,Y02W30,13
1990,Y02E60,Y02W90,1
1990,Y02E70,Y02A30,1
1990,Y02E70,Y02B10,5
1990,Y02E70,Y02B30,1
1990,Y02E70,Y02E10,31
1990,Y02E70,Y02E40,1
1990,Y02E70,Y02E60,9
1990,Y02E70,Y02E70,4
1990,Y02E70,Y02P20,1
1990,Y02E70,Y02T50,1
1990,Y02P10,Y02A20,2
1990,Y02P10,Y02A30,1
1990,Y02P10,Y02A40,2
1990,Y02P10,Y02A50,1
1990,Y02P10,Y02B30,2
1990,Y02P10,Y02C20,2
1990,Y02P10,Y02E10,3
1990,Y02P10,Y02E20,12
1990,Y02P10,Y02E30,12
1990,Y02P10,Y02E40,2
1990,Y02P10,Y02E50,18
1990,Y02P10,Y02E60,9
1990,Y02P10,Y02P10,1313
1990,Y02P10,Y02P20,41
1990,Y02P10,Y02P30,1
1990,Y02P10,Y02P40,18
1990,Y02P10,Y02P60,1
1990,Y02P10,Y02P70,4
1990,Y02P10,Y02P90,7
1990,Y02P10,Y02T10,2
1990,Y02P10,Y02T50,1
1990,Y02P10,Y02T70,1
1990,Y02P10,Y02W10,38
1990,Y02P10,Y02W30,95
1990,Y02P20,Y02A20,4
1990,Y02P20,Y02A30,13
1990,Y02P20,Y02A40,137
1990,Y02P20,Y02A50,47
1990,Y02P20,Y02B10,1
1990,Y02P20,Y02B30,18
1990,Y02P20,Y02C20,163
1990,Y02P20,Y02D30,3
1990,Y02P20,Y02E10,6
1990,Y02P20,Y02E20,50
1990,Y02P20,Y02E30,4
1990,Y02P20,Y02E40,1
1990,Y02P20,Y02E50,80
1990,Y02P20,Y02E60,120
1990,Y02P20,Y02P10,24
1990,Y02P20,Y02P20,1268
1990,Y02P20,Y02P30,38
1990,Y02P20,Y02P40,18
1990,Y02P20,Y02P60,15
1990,Y02P20,Y02P70,20
1990,Y02P20,Y02T10,17
1990,Y02P20,Y02T50,4
1990,Y02P20,Y02W10,50
1990,Y02P20,Y02W30,220
1990,Y02P20,Y02W90,1
1990,Y02P30,Y02C20,2
1990,Y02P30,Y02E50,2
1990,Y02P30,Y02E60,4
1990,Y02P30,Y02P20,34
1990,Y02P30,Y02P30,34
1990,Y02P40,Y02A40,1
1990,Y02P40,Y02A50,1
1990,Y02P40,Y02B30,1
1990,Y02P40,Y02C20,1
1990,Y02P40,Y02E10,2
1990,Y02P40,Y02E20,36
1990,Y02P40,Y02E30,2
1990,Y02P40,Y02E50,4
1990,Y02P40,Y02E60,1
1990,Y02P40,Y02P10,26
1990,Y02P40,Y02P20,13
1990,Y02P40,Y02P30,1
1990,Y02P40,Y02P40,261
1990,Y02P40,Y02P70,6
1990,Y02P40,Y02P80,1
1990,Y02P40,Y02T10,1
1990,Y02P40,Y02T50,1
1990,Y02P40,Y02W10,6
1990,Y02P40,Y02W30,108
1990,Y02P60,Y02A20,2
1990,Y02P60,Y02A30,2
1990,Y02P60,Y02A40,83
1990,Y02P60,Y02A50,2
1990,Y02P60,Y02B10,9
1990,Y02P60,Y02B30,2
1990,Y02P60,Y02B80,1
1990,Y02P60,Y02E10,13
1990,Y02P60,Y02E20,1
1990,Y02P60,Y02E30,1
1990,Y02P60,Y02E50,9
1990,Y02P60,Y02E60,2
1990,Y02P60,Y02P10,2
1990,Y02P60,Y02P20,7
1990,Y02P60,Y02P40,1
1990,Y02P60,Y02P60,248
1990,Y02P60,Y02P80,1
1990,Y02P60,Y02W10,4
1990,Y02P60,Y02W30,9
1990,Y02P60,Y02W90,2
1990,Y02P70,Y02A20,7
1990,Y02P70,Y02A30,3
1990,Y02P70,Y02A40,5
1990,Y02P70,Y02A50,3
1990,Y02P70,Y02B10,1
1990,Y02P70,Y02B20,4
1990,Y02P70,Y02B30,9
1990,Y02P70,Y02B40,3
1990,Y02P70,Y02B70,5
1990,Y02P70,Y02B90,1
1990,Y02P70,Y02D10,1
1990,Y02P70,Y02E10,354
1990,Y02P70,Y02E20,7
1990,Y02P70,Y02E30,3
1990,Y02P70,Y02E40,1
1990,Y02P70,Y02E50,2
1990,Y02P70,Y02E60,994
1990,Y02P70,Y02E70,3
1990,Y02P70,Y02P10,5
1990,Y02P70,Y02P20,22
1990,Y02P70,Y02P40,1
1990,Y02P70,Y02P70,771
1990,Y02P70,Y02P80,1
1990,Y02P70,Y02P90,1
1990,Y02P70,Y02T10,23
1990,Y02P70,Y02T50,1
1990,Y02P70,Y02W10,6
1990,Y02P70,Y02W30,4
1990,Y02P80,Y02A20,1
1990,Y02P80,Y02A30,1
1990,Y02P80,Y02A40,4
1990,Y02P80,Y02B10,8
1990,Y02P80,Y02B20,1
1990,Y02P80,Y02B30,4
1990,Y02P80,Y02B70,9
1990,Y02P80,Y02B90,1
1990,Y02P80,Y02E10,26
1990,Y02P80,Y02E20,2
1990,Y02P80,Y02E60,2
1990,Y02P80,Y02E70,1
1990,Y02P80,Y02P10,1
1990,Y02P80,Y02P20,1
1990,Y02P80,Y02P60,2
1990,Y02P80,Y02P80,9
1990,Y02P80,Y02P90,2
1990,Y02P80,Y02T10,2
1990,Y02P80,Y02T90,1
1990,Y02P80,Y02W10,2
1990,Y02P90,Y02A40,3
1990,Y02P90,Y02B30,1
1990,Y02P90,Y02B70,2
1990,Y02P90,Y02B90,2
1990,Y02P90,Y02D10,4
1990,Y02P90,Y02E10,1
1990,Y02P90,Y02E30,3
1990,Y02P90,Y02E60,11
1990,Y02P90,Y02P10,12
1990,Y02P90,Y02P20,1
1990,Y02P90,Y02P70,1
1990,Y02P90,Y02P80,5
1990,Y02P90,Y02P90,544
1990,Y02P90,Y02T10,28
1990,Y02P90,Y02T90,13
1990,Y02T10,Y02A20,1
1990,Y02T10,Y02A30,25
1990,Y02T10,Y02A40,1
1990,Y02T10,Y02A50,233
1990,Y02T10,Y02B10,11
1990,Y02T10,Y02B20,2
1990,Y02T10,Y02B30,12
1990,Y02T10,Y02B70,3
1990,Y02T10,Y02B80,16
1990,Y02T10,Y02C20,9
1990,Y02T10,Y02D10,1
1990,Y02T10,Y02D30,7
1990,Y02T10,Y02E10,49
1990,Y02T10,Y02E20,38
1990,Y02T10,Y02E30,5
1990,Y02T10,Y02E40,4
1990,Y02T10,Y02E50,3
1990,Y02T10,Y02E60,184
1990,Y02T10,Y02E70,13
1990,Y02T10,Y02P10,4
1990,Y02T10,Y02P20,18
1990,Y02T10,Y02P30,1
1990,Y02T10,Y02P60,2
1990,Y02T10,Y02P70,29
1990,Y02T10,Y02P90,9
1990,Y02T10,Y02T10,5174
1990,Y02T10,Y02T30,13
1990,Y02T10,Y02T50,12
1990,Y02T10,Y02T70,3
1990,Y02T10,Y02T90,79
1990,Y02T10,Y02W10,3
1990,Y02T10,Y02W30,7
1990,Y02T30,Y02E10,1
1990,Y02T30,Y02T10,1
1990,Y02T30,Y02T30,13
1990,Y02T50,Y02A30,1
1990,Y02T50,Y02B10,3
1990,Y02T50,Y02B20,1
1990,Y02T50,Y02B30,7
1990,Y02T50,Y02B40,1
1990,Y02T50,Y02E10,31
1990,Y02T50,Y02E20,22
1990,Y02T50,Y02E30,2
1990,Y02T50,Y02E60,11
1990,Y02T50,Y02E70,2
1990,Y02T50,Y02P10,4
1990,Y02T50,Y02P20,2
1990,Y02T50,Y02P70,2
1990,Y02T50,Y02P80,2
1990,Y02T50,Y02T10,4
1990,Y02T50,Y02T50,821
1990,Y02T50,Y02T70,12
1990,Y02T50,Y02W10,2
1990,Y02T70,Y02E10,17
1990,Y02T70,Y02E60,1
1990,Y02T70,Y02E70,3
1990,Y02T70,Y02T10,2
1990,Y02T70,Y02T50,7
1990,Y02T70,Y02T70,81
1990,Y02T90,Y02A30,1
1990,Y02T90,Y02D30,1
1990,Y02T90,Y02E10,1
1990,Y02T90,Y02E30,1
1990,Y02T90,Y02E60,46
1990,Y02T90,Y02P90,3
1990,Y02T90,Y02T10,115
1990,Y02T90,Y02T30,4
1990,Y02T90,Y02T90,31
1990,Y02W10,Y02A10,2
1990,Y02W10,Y02A20,53
1990,Y02W10,Y02A30,1
1990,Y02W10,Y02A40,39
1990,Y02W10,Y02A50,30
1990,Y02W10,Y02B10,4
1990,Y02W10,Y02B30,6
1990,Y02W10,Y02C20,1
1990,Y02W10,Y02E10,38
1990,Y02W10,Y02E20,10
1990,Y02W10,Y02E30,2
1990,Y02W10,Y02E50,74
1990,Y02W10,Y02E60,5
1990,Y02W10,Y02E70,1
1990,Y02W10,Y02P10,27
1990,Y02W10,Y02P20,45
1990,Y02W10,Y02P30,1
1990,Y02W10,Y02P40,8
1990,Y02W10,Y02P60,9
1990,Y02W10,Y02P70,4
1990,Y02W10,Y02P80,1
1990,Y02W10,Y02T10,1
1990,Y02W10,Y02W10,1092
1990,Y02W10,Y02W30,36
1990,Y02W30,Y02A10,7
1990,Y02W30,Y02A20,7
1990,Y02W30,Y02A30,10
1990,Y02W30,Y02A40,131
1990,Y02W30,Y02A50,13
1990,Y02W30,Y02B10,1
1990,Y02W30,Y02B30,2
1990,Y02W30,Y02C20,3
1990,Y02W30,Y02E10,3
1990,Y02W30,Y02E20,6
1990,Y02W30,Y02E30,10
1990,Y02W30,Y02E50,67
1990,Y02W30,Y02E60,14
1990,Y02W30,Y02P10,124
1990,Y02W30,Y02P20,270
1990,Y02W30,Y02P40,81
1990,Y02W30,Y02P60,9
1990,Y02W30,Y02P70,7
1990,Y02W30,Y02P90,1
1990,Y02W30,Y02T10,2
1990,Y02W30,Y02T50,1
1990,Y02W30,Y02W10,46
1990,Y02W30,Y02W30,1678
1990,Y02W30,Y02W90,6
1990,Y02W90,Y02A40,10
1990,Y02W90,Y02E50,2
1990,Y02W90,Y02P20,2
1990,Y02W90,Y02W10,1
1990,Y02W90,Y02W30,19
1990,Y02W90,Y02W90,16
1991,Y02A10,Y02A10,41
1991,Y02A10,Y02A20,3
1991,Y02A10,Y02A30,1
1991,Y02A10,Y02A40,1
1991,Y02A10,Y02A50,1
1991,Y02A10,Y02E10,2
1991,Y02A10,Y02E30,1
1991,Y02A10,Y02E50,1
1991,Y02A10,Y02T10,1
1991,Y02A10,Y02T30,1
1991,Y02A10,Y02W10,2
1991,Y02A10,Y02W30,8
1991,Y02A20,Y02A10,3
1991,Y02A20,Y02A20,729
1991,Y02A20,Y02A30,4
1991,Y02A20,Y02A40,2
1991,Y02A20,Y02A50,1
1991,Y02A20,Y02B10,3
1991,Y02A20,Y02B30,12
1991,Y02A20,Y02C20,1
1991,Y02A20,Y02E10,40
1991,Y02A20,Y02E30,1
1991,Y02A20,Y02E50,4
1991,Y02A20,Y02E60,6
1991,Y02A20,Y02E70,2
1991,Y02A20,Y02P10,1
1991,Y02A20,Y02P20,3
1991,Y02A20,Y02P70,5
1991,Y02A20,Y02P80,1
1991,Y02A20,Y02T10,1
1991,Y02A20,Y02T50,2
1991,Y02A20,Y02T70,2
1991,Y02A20,Y02T90,1
1991,Y02A20,Y02W10,37
1991,Y02A20,Y02W30,5
1991,Y02A30,Y02A20,4
1991,Y02A30,Y02A30,392
1991,Y02A30,Y02A40,8
1991,Y02A30,Y02B10,47
1991,Y02A30,Y02B20,4
1991,Y02A30,Y02B30,282
1991,Y02A30,Y02B40,1
1991,Y02A30,Y02B80,42
1991,Y02A30,Y02C20,1
1991,Y02A30,Y02E10,69
1991,Y02A30,Y02E20,5
1991,Y02A30,Y02E30,2
1991,Y02A30,Y02E40,1
1991,Y02A30,Y02E60,40
1991,Y02A30,Y02E70,6
1991,Y02A30,Y02P20,21
1991,Y02A30,Y02P60,5
1991,Y02A30,Y02P70,2
1991,Y02A30,Y02P80,1
1991,Y02A30,Y02T10,7
1991,Y02A30,Y02T50,2
1991,Y02A30,Y02W10,3
1991,Y02A30,Y02W30,26
1991,Y02A40,Y02A10,14
1991,Y02A40,Y02A20,7
1991,Y02A40,Y02A30,5
1991,Y02A40,Y02A40,900
1991,Y02A40,Y02A50,17
1991,Y02A40,Y02B10,8
1991,Y02A40,Y02B30,3
1991,Y02A40,Y02C20,1
1991,Y02A40,Y02E10,24
1991,Y02A40,Y02E20,2
1991,Y02A40,Y02E50,56
1991,Y02A40,Y02E60,3
1991,Y02A40,Y02E70,1
1991,Y02A40,Y02P20,189
1991,Y02A40,Y02P40,2
1991,Y02A40,Y02P60,71
1991,Y02A40,Y02P70,2
1991,Y02A40,Y02W10,62
1991,Y02A40,Y02W30,160
1991,Y02A40,Y02W90,14
1991,Y02A50,Y02A20,2
1991,Y02A50,Y02A40,16
1991,Y02A50,Y02A50,641
1991,Y02A50,Y02A90,1
1991,Y02A50,Y02B10,1
1991,Y02A50,Y02B30,7
1991,Y02A50,Y02C20,17
1991,Y02A50,Y02E10,1
1991,Y02A50,Y02E20,10
1991,Y02A50,Y02E30,1
1991,Y02A50,Y02E50,14
1991,Y02A50,Y02E60,7
1991,Y02A50,Y02P10,3
1991,Y02A50,Y02P20,49
1991,Y02A50,Y02P30,1
1991,Y02A50,Y02P40,1
1991,Y02A50,Y02P60,5
1991,Y02A50,Y02P70,5
1991,Y02A50,Y02T10,310
1991,Y02A50,Y02W10,102
1991,Y02A50,Y02W30,23
1991,Y02A90,Y02A90,81
1991,Y02B10,Y02A20,5
1991,Y02B10,Y02A30,35
1991,Y02B10,Y02A40,12
1991,Y02B10,Y02B10,277
1991,Y02B10,Y02B20,7
1991,Y02B10,Y02B30,49
1991,Y02B10,Y02B40,6
1991,Y02B10,Y02B70,1
1991,Y02B10,Y02B80,2
1991,Y02B10,Y02E10,448
1991,Y02B10,Y02E20,3
1991,Y02B10,Y02E60,34
1991,Y02B10,Y02E70,15
1991,Y02B10,Y02P20,1
1991,Y02B10,Y02P60,7
1991,Y02B10,Y02P70,4
1991,Y02B10,Y02P80,6
1991,Y02B10,Y02T10,12
1991,Y02B10,Y02T70,1
1991,Y02B10,Y02T90,1
1991,Y02B10,Y02W10,1
1991,Y02B20,Y02B10,4
1991,Y02B20,Y02B20,259
1991,Y02B20,Y02B40,1
1991,Y02B20,Y02B70,34
1991,Y02B20,Y02B90,4
1991,Y02B20,Y02E10,10
1991,Y02B20,Y02E60,15
1991,Y02B20,Y02E70,1
1991,Y02B20,Y02P80,1
1991,Y02B30,Y02A20,15
1991,Y02B30,Y02A30,259
1991,Y02B30,Y02A40,10
1991,Y02B30,Y02A50,3
1991,Y02B30,Y02B10,63
1991,Y02B30,Y02B20,1
1991,Y02B30,Y02B30,742
1991,Y02B30,Y02B50,1
1991,Y02B30,Y02B70,2
1991,Y02B30,Y02B80,2
1991,Y02B30,Y02C20,1
1991,Y02B30,Y02E10,52
1991,Y02B30,Y02E20,28
1991,Y02B30,Y02E30,2
1991,Y02B30,Y02E40,2
1991,Y02B30,Y02E60,56
1991,Y02B30,Y02E70,7
