year,class,cited_class,citation_count
2013,Y02E60,Y02T1/,1
2013,Y02E60,Y02T10,18915
2013,Y02E60,Y02T30,46
2013,Y02E60,Y02T50,317
2013,Y02E60,Y02T70,56
2013,Y02E60,Y02T90,7323
2013,Y02E60,Y02W10,345
2013,Y02E60,Y02W30,564
2013,Y02E60,Y02W90,19
2013,Y02E70,Y02A10,1
2013,Y02E70,Y02A20,82
2013,Y02E70,Y02A30,120
2013,Y02E70,Y02A40,21
2013,Y02E70,Y02A50,10
2013,Y02E70,Y02A90,11
2013,Y02E70,Y02B10,793
2013,Y02E70,Y02B20,77
2013,Y02E70,Y02B30,105
2013,Y02E70,Y02B40,18
2013,Y02E70,Y02B50,1
2013,Y02E70,Y02B60,10
2013,Y02E70,Y02B70,283
2013,Y02E70,Y02B80,2
2013,Y02E70,Y02B90,135
2013,Y02E70,Y02C10,2
2013,Y02E70,Y02C20,22
2013,Y02E70,Y02D10,11
2013,Y02E70,Y02D30,20
2013,Y02E70,Y02D70,1
2013,Y02E70,Y02E10,3513
2013,Y02E70,Y02E20,122
2013,Y02E70,Y02E30,24
2013,Y02E70,Y02E40,204
2013,Y02E70,Y02E50,40
2013,Y02E70,Y02E60,1723
2013,Y02E70,Y02E70,1077
2013,Y02E70,Y02P10,3
2013,Y02E70,Y02P20,225
2013,Y02E70,Y02P30,17
2013,Y02E70,Y02P40,2
2013,Y02E70,Y02P60,23
2013,Y02E70,Y02P70,145
2013,Y02E70,Y02P80,259
2013,Y02E70,Y02P90,157
2013,Y02E70,Y02T10,561
2013,Y02E70,Y02T30,4
2013,Y02E70,Y02T50,71
2013,Y02E70,Y02T70,13
2013,Y02E70,Y02T90,241
2013,Y02E70,Y02W10,32
2013,Y02E70,Y02W30,5
2013,Y02P10,Y02A20,22
2013,Y02P10,Y02A30,20
2013,Y02P10,Y02A40,9
2013,Y02P10,Y02A50,44
2013,Y02P10,Y02A90,1
2013,Y02P10,Y02B10,5
2013,Y02P10,Y02B20,2
2013,Y02P10,Y02B30,27
2013,Y02P10,Y02B40,11
2013,Y02P10,Y02B70,8
2013,Y02P10,Y02B90,4
2013,Y02P10,Y02C10,9
2013,Y02P10,Y02C20,74
2013,Y02P10,Y02D10,1
2013,Y02P10,Y02D30,1
2013,Y02P10,Y02E10,68
2013,Y02P10,Y02E20,234
2013,Y02P10,Y02E30,74
2013,Y02P10,Y02E40,10
2013,Y02P10,Y02E50,104
2013,Y02P10,Y02E60,416
2013,Y02P10,Y02E70,9
2013,Y02P10,Y02P10,11338
2013,Y02P10,Y02P20,395
2013,Y02P10,Y02P30,34
2013,Y02P10,Y02P40,167
2013,Y02P10,Y02P60,8
2013,Y02P10,Y02P70,73
2013,Y02P10,Y02P80,144
2013,Y02P10,Y02P90,95
2013,Y02P10,Y02T10,47
2013,Y02P10,Y02T50,190
2013,Y02P10,Y02T70,1
2013,Y02P10,Y02T90,1
2013,Y02P10,Y02W10,93
2013,Y02P10,Y02W30,945
2013,Y02P10,Y02W90,1
2013,Y02P20,Y02A10,1
2013,Y02P20,Y02A20,159
2013,Y02P20,Y02A30,56
2013,Y02P20,Y02A40,597
2013,Y02P20,Y02A50,648
2013,Y02P20,Y02A90,14
2013,Y02P20,Y02B10,66
2013,Y02P20,Y02B20,20
2013,Y02P20,Y02B30,79
2013,Y02P20,Y02B40,17
2013,Y02P20,Y02B60,2
2013,Y02P20,Y02B70,21
2013,Y02P20,Y02B80,2
2013,Y02P20,Y02B90,60
2013,Y02P20,Y02C10,254
2013,Y02P20,Y02C20,1588
2013,Y02P20,Y02D10,3
2013,Y02P20,Y02D30,4
2013,Y02P20,Y02D70,1
2013,Y02P20,Y02E10,616
2013,Y02P20,Y02E20,1378
2013,Y02P20,Y02E30,68
2013,Y02P20,Y02E40,16
2013,Y02P20,Y02E50,3416
2013,Y02P20,Y02E60,2775
2013,Y02P20,Y02E70,144
2013,Y02P20,Y02P10,967
2013,Y02P20,Y02P20,10663
2013,Y02P20,Y02P30,1696
2013,Y02P20,Y02P40,221
2013,Y02P20,Y02P60,118
2013,Y02P20,Y02P70,432
2013,Y02P20,Y02P80,98
2013,Y02P20,Y02P90,64
2013,Y02P20,Y02T10,640
2013,Y02P20,Y02T30,3
2013,Y02P20,Y02T50,172
2013,Y02P20,Y02T70,9
2013,Y02P20,Y02T90,107
2013,Y02P20,Y02W10,538
2013,Y02P20,Y02W30,1343
2013,Y02P20,Y02W90,11
2013,Y02P30,Y02A20,17
2013,Y02P30,Y02A40,41
2013,Y02P30,Y02A50,47
2013,Y02P30,Y02B10,1
2013,Y02P30,Y02B30,2
2013,Y02P30,Y02B40,4
2013,Y02P30,Y02B90,5
2013,Y02P30,Y02C10,31
2013,Y02P30,Y02C20,208
2013,Y02P30,Y02D10,1
2013,Y02P30,Y02D30,1
2013,Y02P30,Y02E10,16
2013,Y02P30,Y02E20,164
2013,Y02P30,Y02E30,11
2013,Y02P30,Y02E50,2136
2013,Y02P30,Y02E60,233
2013,Y02P30,Y02E70,5
2013,Y02P30,Y02P10,69
2013,Y02P30,Y02P20,1945
2013,Y02P30,Y02P30,2962
2013,Y02P30,Y02P40,13
2013,Y02P30,Y02P60,39
2013,Y02P30,Y02P70,39
2013,Y02P30,Y02P80,10
2013,Y02P30,Y02P90,4
2013,Y02P30,Y02T10,87
2013,Y02P30,Y02T50,348
2013,Y02P30,Y02T70,1
2013,Y02P30,Y02T90,8
2013,Y02P30,Y02W10,51
2013,Y02P30,Y02W30,157
2013,Y02P30,Y02W90,1
2013,Y02P40,Y02A20,19
2013,Y02P40,Y02A30,291
2013,Y02P40,Y02A40,15
2013,Y02P40,Y02A50,57
2013,Y02P40,Y02B10,9
2013,Y02P40,Y02B20,1
2013,Y02P40,Y02B30,5
2013,Y02P40,Y02B40,2
2013,Y02P40,Y02B60,1
2013,Y02P40,Y02B80,276
2013,Y02P40,Y02B90,1
2013,Y02P40,Y02C10,23
2013,Y02P40,Y02C20,168
2013,Y02P40,Y02D10,2
2013,Y02P40,Y02D30,1
2013,Y02P40,Y02E10,88
2013,Y02P40,Y02E20,326
2013,Y02P40,Y02E30,2
2013,Y02P40,Y02E50,73
2013,Y02P40,Y02E60,77
2013,Y02P40,Y02E70,1
2013,Y02P40,Y02P10,172
2013,Y02P40,Y02P20,157
2013,Y02P40,Y02P30,15
2013,Y02P40,Y02P40,3110
2013,Y02P40,Y02P60,6
2013,Y02P40,Y02P70,57
2013,Y02P40,Y02P80,17
2013,Y02P40,Y02P90,16
2013,Y02P40,Y02T10,14
2013,Y02P40,Y02T50,2
2013,Y02P40,Y02T90,1
2013,Y02P40,Y02W10,44
2013,Y02P40,Y02W30,977
2013,Y02P40,Y02W90,2
2013,Y02P60,Y02A10,8
2013,Y02P60,Y02A20,58
2013,Y02P60,Y02A30,102
2013,Y02P60,Y02A40,2137
2013,Y02P60,Y02A50,83
2013,Y02P60,Y02A90,7
2013,Y02P60,Y02B10,126
2013,Y02P60,Y02B20,91
2013,Y02P60,Y02B30,58
2013,Y02P60,Y02B40,7
2013,Y02P60,Y02B60,1
2013,Y02P60,Y02B70,5
2013,Y02P60,Y02B80,80
2013,Y02P60,Y02B90,2
2013,Y02P60,Y02C10,15
2013,Y02P60,Y02C20,96
2013,Y02P60,Y02D10,1
2013,Y02P60,Y02D30,3
2013,Y02P60,Y02E10,427
2013,Y02P60,Y02E20,30
2013,Y02P60,Y02E30,4
2013,Y02P60,Y02E40,2
2013,Y02P60,Y02E50,434
2013,Y02P60,Y02E60,54
2013,Y02P60,Y02E70,29
2013,Y02P60,Y02P10,7
2013,Y02P60,Y02P20,151
2013,Y02P60,Y02P30,37
2013,Y02P60,Y02P40,6
2013,Y02P60,Y02P60,6507
2013,Y02P60,Y02P70,50
2013,Y02P60,Y02P80,7
2013,Y02P60,Y02P90,14
2013,Y02P60,Y02T10,32
2013,Y02P60,Y02T30,1
2013,Y02P60,Y02T50,11
2013,Y02P60,Y02T70,1
2013,Y02P60,Y02T90,4
2013,Y02P60,Y02W10,173
2013,Y02P60,Y02W30,254
2013,Y02P60,Y02W90,6
2013,Y02P70,Y02A10,2
2013,Y02P70,Y02A20,67
2013,Y02P70,Y02A30,49
2013,Y02P70,Y02A40,44
2013,Y02P70,Y02A50,80
2013,Y02P70,Y02A90,13
2013,Y02P70,Y02B10,421
2013,Y02P70,Y02B20,72
2013,Y02P70,Y02B30,88
2013,Y02P70,Y02B40,32
2013,Y02P70,Y02B60,10
2013,Y02P70,Y02B70,98
2013,Y02P70,Y02B80,6
2013,Y02P70,Y02B90,93
2013,Y02P70,Y02C10,14
2013,Y02P70,Y02C20,95
2013,Y02P70,Y02D10,25
2013,Y02P70,Y02D30,23
2013,Y02P70,Y02D70,2
2013,Y02P70,Y02E10,15431
2013,Y02P70,Y02E20,74
2013,Y02P70,Y02E30,15
2013,Y02P70,Y02E40,25
2013,Y02P70,Y02E50,61
2013,Y02P70,Y02E60,32069
2013,Y02P70,Y02E70,95
2013,Y02P70,Y02P10,90
2013,Y02P70,Y02P20,290
2013,Y02P70,Y02P30,18
2013,Y02P70,Y02P40,62
2013,Y02P70,Y02P60,28
2013,Y02P70,Y02P70,24296
2013,Y02P70,Y02P80,101
2013,Y02P70,Y02P90,102
2013,Y02P70,Y02T10,2620
2013,Y02P70,Y02T30,1
2013,Y02P70,Y02T50,139
2013,Y02P70,Y02T70,19
2013,Y02P70,Y02T90,257
2013,Y02P70,Y02W10,69
2013,Y02P70,Y02W30,190
2013,Y02P70,Y02W90,5
2013,Y02P80,Y02A10,5
2013,Y02P80,Y02A20,39
2013,Y02P80,Y02A30,175
2013,Y02P80,Y02A40,18
2013,Y02P80,Y02A50,12
2013,Y02P80,Y02A90,3
2013,Y02P80,Y02B10,362
2013,Y02P80,Y02B20,40
2013,Y02P80,Y02B30,249
2013,Y02P80,Y02B40,19
2013,Y02P80,Y02B50,3
2013,Y02P80,Y02B60,18
2013,Y02P80,Y02B70,931
2013,Y02P80,Y02B90,203
2013,Y02P80,Y02C10,1
2013,Y02P80,Y02C20,16
2013,Y02P80,Y02D10,28
2013,Y02P80,Y02D30,25
2013,Y02P80,Y02D70,6
2013,Y02P80,Y02E10,1485
2013,Y02P80,Y02E20,435
2013,Y02P80,Y02E30,17
2013,Y02P80,Y02E40,283
2013,Y02P80,Y02E50,32
2013,Y02P80,Y02E60,632
2013,Y02P80,Y02E70,257
2013,Y02P80,Y02P10,165
2013,Y02P80,Y02P20,53
2013,Y02P80,Y02P30,3
2013,Y02P80,Y02P40,24
2013,Y02P80,Y02P60,9
2013,Y02P80,Y02P70,81
2013,Y02P80,Y02P80,833
2013,Y02P80,Y02P90,428
2013,Y02P80,Y02T10,370
2013,Y02P80,Y02T30,2
2013,Y02P80,Y02T50,35
2013,Y02P80,Y02T70,17
2013,Y02P80,Y02T90,129
2013,Y02P80,Y02W10,13
2013,Y02P80,Y02W30,14
2013,Y02P80,Y02W90,6
2013,Y02P90,Y02A10,13
2013,Y02P90,Y02A20,33
2013,Y02P90,Y02A30,64
2013,Y02P90,Y02A40,42
2013,Y02P90,Y02A50,13
2013,Y02P90,Y02A90,60
2013,Y02P90,Y02B10,157
2013,Y02P90,Y02B20,119
2013,Y02P90,Y02B30,51
2013,Y02P90,Y02B40,12
2013,Y02P90,Y02B50,1
2013,Y02P90,Y02B60,56
2013,Y02P90,Y02B70,474
2013,Y02P90,Y02B80,1
2013,Y02P90,Y02B90,372
2013,Y02P90,Y02C10,6
2013,Y02P90,Y02C20,54
2013,Y02P90,Y02D10,90
2013,Y02P90,Y02D30,137
2013,Y02P90,Y02D50,2
2013,Y02P90,Y02D70,14
2013,Y02P90,Y02E10,500
2013,Y02P90,Y02E20,77
2013,Y02P90,Y02E30,40
2013,Y02P90,Y02E40,209
2013,Y02P90,Y02E50,23
2013,Y02P90,Y02E60,881
2013,Y02P90,Y02E70,121
2013,Y02P90,Y02P10,52
2013,Y02P90,Y02P20,79
2013,Y02P90,Y02P30,15
2013,Y02P90,Y02P40,25
2013,Y02P90,Y02P60,16
2013,Y02P90,Y02P70,85
2013,Y02P90,Y02P80,371
2013,Y02P90,Y02P90,5059
2013,Y02P90,Y02T10,431
2013,Y02P90,Y02T30,5
2013,Y02P90,Y02T50,26
2013,Y02P90,Y02T70,2
2013,Y02P90,Y02T90,265
2013,Y02P90,Y02W10,28
2013,Y02P90,Y02W30,25
2013,Y02P90,Y02W90,13
2013,Y02T10,Y02A20,52
2013,Y02T10,Y02A30,179
2013,Y02T10,Y02A40,43
2013,Y02T10,Y02A50,4270
2013,Y02T10,Y02A90,16
2013,Y02T10,Y02B10,362
2013,Y02T10,Y02B20,115
2013,Y02T10,Y02B30,245
2013,Y02T10,Y02B40,194
2013,Y02T10,Y02B50,6
2013,Y02T10,Y02B60,74
2013,Y02T10,Y02B70,1124
2013,Y02T10,Y02B80,2
2013,Y02T10,Y02B90,446
2013,Y02T10,Y02C10,38
2013,Y02T10,Y02C20,602
2013,Y02T10,Y02D10,39
2013,Y02T10,Y02D30,145
2013,Y02T10,Y02D70,45
2013,Y02T10,Y02E10,1778
2013,Y02T10,Y02E20,918
2013,Y02T10,Y02E30,100
2013,Y02T10,Y02E40,241
2013,Y02T10,Y02E50,308
2013,Y02T10,Y02E60,24767
2013,Y02T10,Y02E70,429
2013,Y02T10,Y02P10,46
2013,Y02T10,Y02P20,729
2013,Y02T10,Y02P30,79
2013,Y02T10,Y02P40,31
2013,Y02T10,Y02P60,33
2013,Y02T10,Y02P70,4029
2013,Y02T10,Y02P80,256
2013,Y02T10,Y02P90,442
2013,Y02T10,Y02T1/,3
2013,Y02T10,Y02T10,86001
2013,Y02T10,Y02T30,235
2013,Y02T10,Y02T50,443
2013,Y02T10,Y02T70,247
2013,Y02T10,Y02T90,15859
2013,Y02T10,Y02W10,63
2013,Y02T10,Y02W30,153
2013,Y02T10,Y02W90,20
2013,Y02T30,Y02A20,4
2013,Y02T30,Y02A30,10
2013,Y02T30,Y02A50,6
2013,Y02T30,Y02B10,18
2013,Y02T30,Y02B30,11
2013,Y02T30,Y02B60,1
2013,Y02T30,Y02B70,3
2013,Y02T30,Y02B80,3
2013,Y02T30,Y02B90,4
2013,Y02T30,Y02D30,2
2013,Y02T30,Y02E10,42
2013,Y02T30,Y02E20,6
2013,Y02T30,Y02E30,2
2013,Y02T30,Y02E40,3
2013,Y02T30,Y02E60,80
2013,Y02T30,Y02E70,11
2013,Y02T30,Y02P70,5
2013,Y02T30,Y02P80,5
2013,Y02T30,Y02P90,7
2013,Y02T30,Y02T10,441
2013,Y02T30,Y02T30,395
2013,Y02T30,Y02T50,17
2013,Y02T30,Y02T70,4
2013,Y02T30,Y02T90,155
2013,Y02T50,Y02A20,52
2013,Y02T50,Y02A30,27
2013,Y02T50,Y02A40,35
2013,Y02T50,Y02A50,190
2013,Y02T50,Y02A90,11
2013,Y02T50,Y02B10,62
2013,Y02T50,Y02B20,6
2013,Y02T50,Y02B30,52
2013,Y02T50,Y02B40,11
2013,Y02T50,Y02B60,2
2013,Y02T50,Y02B70,30
2013,Y02T50,Y02B80,6
2013,Y02T50,Y02B90,25
2013,Y02T50,Y02C10,87
2013,Y02T50,Y02C20,779
2013,Y02T50,Y02D10,3
2013,Y02T50,Y02D30,14
2013,Y02T50,Y02E10,608
2013,Y02T50,Y02E20,2514
2013,Y02T50,Y02E30,19
2013,Y02T50,Y02E40,26
2013,Y02T50,Y02E50,543
2013,Y02T50,Y02E60,495
2013,Y02T50,Y02E70,54
2013,Y02T50,Y02P10,133
2013,Y02T50,Y02P20,735
2013,Y02T50,Y02P30,538
2013,Y02T50,Y02P40,49
2013,Y02T50,Y02P60,25
2013,Y02T50,Y02P70,129
2013,Y02T50,Y02P80,108
2013,Y02T50,Y02P90,126
2013,Y02T50,Y02T10,984
2013,Y02T50,Y02T30,12
2013,Y02T50,Y02T50,11479
2013,Y02T50,Y02T70,72
2013,Y02T50,Y02T90,211
2013,Y02T50,Y02W10,49
2013,Y02T50,Y02W30,53
2013,Y02T50,Y02W90,3
2013,Y02T70,Y02A10,2
2013,Y02T70,Y02A20,32
2013,Y02T70,Y02A30,16
2013,Y02T70,Y02A40,3
2013,Y02T70,Y02A50,8
2013,Y02T70,Y02A90,3
2013,Y02T70,Y02B10,19
2013,Y02T70,Y02B30,3
2013,Y02T70,Y02B40,1
2013,Y02T70,Y02B70,2
2013,Y02T70,Y02B90,3
2013,Y02T70,Y02C20,6
2013,Y02T70,Y02E10,183
2013,Y02T70,Y02E20,34
2013,Y02T70,Y02E30,6
2013,Y02T70,Y02E50,3
2013,Y02T70,Y02E60,50
2013,Y02T70,Y02E70,9
2013,Y02T70,Y02P10,3
2013,Y02T70,Y02P20,17
2013,Y02T70,Y02P40,2
2013,Y02T70,Y02P60,7
2013,Y02T70,Y02P70,14
2013,Y02T70,Y02P80,14
2013,Y02T70,Y02P90,8
2013,Y02T70,Y02T10,290
2013,Y02T70,Y02T30,1
2013,Y02T70,Y02T50,34
2013,Y02T70,Y02T70,1010
2013,Y02T70,Y02T90,43
2013,Y02T70,Y02W10,33
2013,Y02T70,Y02W30,2
2013,Y02T90,Y02A20,6
2013,Y02T90,Y02A30,19
2013,Y02T90,Y02A40,7
2013,Y02T90,Y02A50,65
2013,Y02T90,Y02A90,8
2013,Y02T90,Y02B10,164
2013,Y02T90,Y02B20,80
2013,Y02T90,Y02B30,30
2013,Y02T90,Y02B40,135
2013,Y02T90,Y02B50,4
2013,Y02T90,Y02B60,66
2013,Y02T90,Y02B70,864
2013,Y02T90,Y02B90,466
2013,Y02T90,Y02C20,14
2013,Y02T90,Y02D10,25
2013,Y02T90,Y02D30,121
2013,Y02T90,Y02D70,43
2013,Y02T90,Y02E10,533
2013,Y02T90,Y02E20,53
2013,Y02T90,Y02E30,10
2013,Y02T90,Y02E40,182
2013,Y02T90,Y02E50,28
2013,Y02T90,Y02E60,9637
2013,Y02T90,Y02E70,187
2013,Y02T90,Y02P10,2
2013,Y02T90,Y02P20,115
2013,Y02T90,Y02P30,18
2013,Y02T90,Y02P60,12
2013,Y02T90,Y02P70,479
2013,Y02T90,Y02P80,112
2013,Y02T90,Y02P90,280
2013,Y02T90,Y02T1/,3
2013,Y02T90,Y02T10,16901
2013,Y02T90,Y02T30,95
2013,Y02T90,Y02T50,202
2013,Y02T90,Y02T70,60
2013,Y02T90,Y02T90,12696
2013,Y02T90,Y02W10,5
2013,Y02T90,Y02W30,51
2013,Y02T90,Y02W90,25
2013,Y02W10,Y02A10,36
2013,Y02W10,Y02A20,1043
2013,Y02W10,Y02A30,40
2013,Y02W10,Y02A40,402
2013,Y02W10,Y02A50,153
2013,Y02W10,Y02A90,1
2013,Y02W10,Y02B10,37
2013,Y02W10,Y02B20,1
2013,Y02W10,Y02B30,79
2013,Y02W10,Y02B40,4
2013,Y02W10,Y02B60,1
2013,Y02W10,Y02B70,7
2013,Y02W10,Y02B80,4
2013,Y02W10,Y02B90,21
2013,Y02W10,Y02C10,3
2013,Y02W10,Y02C20,60
2013,Y02W10,Y02D10,2
2013,Y02W10,Y02D30,2
2013,Y02W10,Y02E10,339
2013,Y02W10,Y02E20,192
2013,Y02W10,Y02E30,10
2013,Y02W10,Y02E40,6
2013,Y02W10,Y02E50,1298
2013,Y02W10,Y02E60,494
2013,Y02W10,Y02E70,58
2013,Y02W10,Y02P10,76
2013,Y02W10,Y02P20,521
2013,Y02W10,Y02P30,100
2013,Y02W10,Y02P40,24
2013,Y02W10,Y02P60,149
2013,Y02W10,Y02P70,210
2013,Y02W10,Y02P80,50
2013,Y02W10,Y02P90,38
2013,Y02W10,Y02T10,126
2013,Y02W10,Y02T30,2
2013,Y02W10,Y02T50,41
2013,Y02W10,Y02T70,6
2013,Y02W10,Y02T90,44
2013,Y02W10,Y02W10,6363
2013,Y02W10,Y02W30,465
2013,Y02W10,Y02W90,6
2013,Y02W30,Y02A10,8
2013,Y02W30,Y02A20,46
2013,Y02W30,Y02A30,115
2013,Y02W30,Y02A40,1339
2013,Y02W30,Y02A50,160
2013,Y02W30,Y02B10,15
2013,Y02W30,Y02B20,3
2013,Y02W30,Y02B30,20
2013,Y02W30,Y02B40,3
2013,Y02W30,Y02B70,6
2013,Y02W30,Y02B80,27
2013,Y02W30,Y02C10,37
2013,Y02W30,Y02C20,274
2013,Y02W30,Y02D30,1
2013,Y02W30,Y02E10,99
2013,Y02W30,Y02E20,108
2013,Y02W30,Y02E30,70
2013,Y02W30,Y02E50,1253
2013,Y02W30,Y02E60,561
2013,Y02W30,Y02E70,4
2013,Y02W30,Y02P10,1095
2013,Y02W30,Y02P20,1332
2013,Y02W30,Y02P30,220
2013,Y02W30,Y02P40,870
2013,Y02W30,Y02P60,229
2013,Y02W30,Y02P70,214
2013,Y02W30,Y02P80,6
2013,Y02W30,Y02P90,15
2013,Y02W30,Y02T10,111
2013,Y02W30,Y02T30,1
2013,Y02W30,Y02T50,26
2013,Y02W30,Y02T70,1
2013,Y02W30,Y02T90,18
2013,Y02W30,Y02W10,496
2013,Y02W30,Y02W30,10533
2013,Y02W30,Y02W90,46
2013,Y02W90,Y02A20,3
2013,Y02W90,Y02A30,1
2013,Y02W90,Y02A40,37
2013,Y02W90,Y02A50,1
2013,Y02W90,Y02A90,8
2013,Y02W90,Y02B10,1
2013,Y02W90,Y02B20,1
2013,Y02W90,Y02B30,1
2013,Y02W90,Y02B40,2
2013,Y02W90,Y02B60,8
2013,Y02W90,Y02B70,2
2013,Y02W90,Y02B80,1
2013,Y02W90,Y02B90,1
2013,Y02W90,Y02C20,1
2013,Y02W90,Y02D10,18
2013,Y02W90,Y02D30,15
2013,Y02W90,Y02E10,5
2013,Y02W90,Y02E20,3
2013,Y02W90,Y02E40,1
2013,Y02W90,Y02E50,6
2013,Y02W90,Y02E60,60
2013,Y02W90,Y02E70,2
2013,Y02W90,Y02P10,3
2013,Y02W90,Y02P20,11
2013,Y02W90,Y02P30,1
2013,Y02W90,Y02P60,3
2013,Y02W90,Y02P70,10
2013,Y02W90,Y02P80,2
2013,Y02W90,Y02P90,24
2013,Y02W90,Y02T10,11
2013,Y02W90,Y02T90,12
2013,Y02W90,Y02W10,7
2013,Y02W90,Y02W30,110
2013,Y02W90,Y02W90,216
2014,Y02A10,Y02A10,392
2014,Y02A10,Y02A20,66
2014,Y02A10,Y02A30,16
2014,Y02A10,Y02A40,101
2014,Y02A10,Y02A50,21
2014,Y02A10,Y02A90,15
2014,Y02A10,Y02B10,6
2014,Y02A10,Y02B20,2
2014,Y02A10,Y02B60,10
2014,Y02A10,Y02B70,4
2014,Y02A10,Y02B80,1
2014,Y02A10,Y02C20,1
2014,Y02A10,Y02D10,4
2014,Y02A10,Y02D30,40
2014,Y02A10,Y02D70,3
2014,Y02A10,Y02E10,130
2014,Y02A10,Y02E30,2
2014,Y02A10,Y02E40,4
2014,Y02A10,Y02E50,3
2014,Y02A10,Y02E60,6
2014,Y02A10,Y02E70,1
2014,Y02A10,Y02P20,3
2014,Y02A10,Y02P40,1
2014,Y02A10,Y02P60,10
2014,Y02A10,Y02P70,4
2014,Y02A10,Y02P80,3
2014,Y02A10,Y02P90,2
2014,Y02A10,Y02T70,2
2014,Y02A10,Y02W10,50
2014,Y02A10,Y02W30,13
2014,Y02A20,Y02A10,65
2014,Y02A20,Y02A20,3656
2014,Y02A20,Y02A30,47
2014,Y02A20,Y02A40,132
2014,Y02A20,Y02A50,54
2014,Y02A20,Y02A90,11
2014,Y02A20,Y02B10,111
2014,Y02A20,Y02B20,3
2014,Y02A20,Y02B30,79
2014,Y02A20,Y02B40,19
2014,Y02A20,Y02B60,3
2014,Y02A20,Y02B70,7
2014,Y02A20,Y02B80,23
2014,Y02A20,Y02B90,10
2014,Y02A20,Y02C10,5
2014,Y02A20,Y02C20,26
2014,Y02A20,Y02D10,2
2014,Y02A20,Y02D30,3
2014,Y02A20,Y02E10,631
2014,Y02A20,Y02E20,79
2014,Y02A20,Y02E30,18
2014,Y02A20,Y02E40,5
2014,Y02A20,Y02E50,65
2014,Y02A20,Y02E60,198
2014,Y02A20,Y02E70,44
2014,Y02A20,Y02P10,22
2014,Y02A20,Y02P20,100
2014,Y02A20,Y02P30,10
2014,Y02A20,Y02P40,6
2014,Y02A20,Y02P60,73
2014,Y02A20,Y02P70,118
2014,Y02A20,Y02P80,54
2014,Y02A20,Y02P90,32
2014,Y02A20,Y02T10,25
2014,Y02A20,Y02T50,10
2014,Y02A20,Y02T70,6
2014,Y02A20,Y02T90,5
2014,Y02A20,Y02W10,933
2014,Y02A20,Y02W30,50
2014,Y02A30,Y02A10,26
2014,Y02A30,Y02A20,53
2014,Y02A30,Y02A30,3276
2014,Y02A30,Y02A40,119
2014,Y02A30,Y02A50,35
2014,Y02A30,Y02A90,4
2014,Y02A30,Y02B10,423
2014,Y02A30,Y02B20,49
2014,Y02A30,Y02B30,1223
2014,Y02A30,Y02B40,14
2014,Y02A30,Y02B50,1
2014,Y02A30,Y02B60,8
2014,Y02A30,Y02B70,56
2014,Y02A30,Y02B80,721
2014,Y02A30,Y02B90,26
2014,Y02A30,Y02C10,1
2014,Y02A30,Y02C20,25
2014,Y02A30,Y02D10,6
2014,Y02A30,Y02D30,7
2014,Y02A30,Y02D70,4
2014,Y02A30,Y02E10,781
2014,Y02A30,Y02E20,108
2014,Y02A30,Y02E30,2
2014,Y02A30,Y02E40,31
2014,Y02A30,Y02E50,16
2014,Y02A30,Y02E60,292
2014,Y02A30,Y02E70,108
2014,Y02A30,Y02P10,26
2014,Y02A30,Y02P20,110
2014,Y02A30,Y02P30,1
2014,Y02A30,Y02P40,11
2014,Y02A30,Y02P60,80
2014,Y02A30,Y02P70,30
2014,Y02A30,Y02P80,125
2014,Y02A30,Y02P90,33
2014,Y02A30,Y02T10,119
2014,Y02A30,Y02T30,5
2014,Y02A30,Y02T50,10
2014,Y02A30,Y02T70,7
2014,Y02A30,Y02T90,18
2014,Y02A30,Y02W10,19
2014,Y02A30,Y02W30,178
2014,Y02A30,Y02W90,1
2014,Y02A40,Y02A10,88
2014,Y02A40,Y02A20,200
2014,Y02A40,Y02A30,91
2014,Y02A40,Y02A40,14358
2014,Y02A40,Y02A50,186
2014,Y02A40,Y02A90,16
2014,Y02A40,Y02B10,213
2014,Y02A40,Y02B20,19
2014,Y02A40,Y02B30,75
2014,Y02A40,Y02B40,37
2014,Y02A40,Y02B60,7
2014,Y02A40,Y02B70,16
2014,Y02A40,Y02B80,46
2014,Y02A40,Y02B90,7
2014,Y02A40,Y02C10,4
2014,Y02A40,Y02C20,33
2014,Y02A40,Y02D10,7
2014,Y02A40,Y02D30,7
2014,Y02A40,Y02E10,580
2014,Y02A40,Y02E20,56
2014,Y02A40,Y02E30,4
2014,Y02A40,Y02E40,2
2014,Y02A40,Y02E50,758
2014,Y02A40,Y02E60,113
2014,Y02A40,Y02E70,37
2014,Y02A40,Y02P10,13
2014,Y02A40,Y02P20,601
2014,Y02A40,Y02P30,35
2014,Y02A40,Y02P40,19
2014,Y02A40,Y02P60,2572
2014,Y02A40,Y02P70,36
2014,Y02A40,Y02P80,15
2014,Y02A40,Y02P90,18
2014,Y02A40,Y02T10,39
2014,Y02A40,Y02T50,15
2014,Y02A40,Y02T70,4
2014,Y02A40,Y02T90,10
2014,Y02A40,Y02W10,624
2014,Y02A40,Y02W30,1165
2014,Y02A40,Y02W90,61
2014,Y02A50,Y02A10,38
2014,Y02A50,Y02A20,10
2014,Y02A50,Y02A30,46
2014,Y02A50,Y02A40,317
2014,Y02A50,Y02A50,8264
2014,Y02A50,Y02A90,186
2014,Y02A50,Y02B10,29
2014,Y02A50,Y02B20,26
2014,Y02A50,Y02B30,188
2014,Y02A50,Y02B40,1
2014,Y02A50,Y02B60,5
