year,country,class,invention_count
1990,AE,Y02E10,1
1990,AM,Y02E10,1
1990,AM,Y02P60,1
1990,AR,Y02P10,1
1990,AR,Y02T10,4
1990,AR,Y02W30,2
1990,AT,Y02A20,1
1990,AT,Y02A30,1
1990,AT,Y02A40,6
1990,AT,Y02A50,8
1990,AT,Y02B10,2
1990,AT,Y02B20,5
1990,AT,Y02B30,10
1990,AT,Y02B70,2
1990,AT,Y02B90,2
1990,AT,Y02E10,4
1990,AT,Y02E20,2
1990,AT,Y02E30,2
1990,AT,Y02E40,2
1990,AT,Y02E50,2
1990,AT,Y02E60,6
1990,AT,Y02P10,12
1990,AT,Y02P20,9
1990,AT,Y02P40,2
1990,AT,Y02P70,7
1990,AT,Y02T10,20
1990,AT,Y02W10,6
1990,AT,Y02W30,12
1990,AU,Y02A10,1
1990,AU,Y02A30,1
1990,AU,Y02A40,6
1990,AU,Y02A50,7
1990,AU,Y02A90,1
1990,AU,Y02B10,1
1990,AU,Y02B30,3
1990,AU,Y02B70,2
1990,AU,Y02B80,1
1990,AU,Y02B90,3
1990,AU,Y02E10,4
1990,AU,Y02E30,1
1990,AU,Y02E60,7
1990,AU,Y02P10,13
1990,AU,Y02P20,3
1990,AU,Y02P40,2
1990,AU,Y02P60,2
1990,AU,Y02T10,17
1990,AU,Y02T50,2
1990,AU,Y02T70,1
1990,AU,Y02W10,3
1990,AU,Y02W30,6
1990,AZ,Y02A50,1
1990,AZ,Y02E30,3
1990,AZ,Y02T10,1
1990,BE,Y02A30,1
1990,BE,Y02A40,2
1990,BE,Y02A50,1
1990,BE,Y02B10,1
1990,BE,Y02B30,1
1990,BE,Y02B70,1
1990,BE,Y02B80,1
1990,BE,Y02B90,1
1990,BE,Y02D30,1
1990,BE,Y02E10,1
1990,BE,Y02E20,1
1990,BE,Y02E40,1
1990,BE,Y02E50,1
1990,BE,Y02E60,4
1990,BE,Y02P10,6
1990,BE,Y02P20,6
1990,BE,Y02T50,1
1990,BE,Y02W30,2
1990,BE,Y02W90,1
1990,BG,Y02E10,1
1990,BG,Y02E60,3
1990,BG,Y02T10,2
1990,BG,Y02W30,1
1990,BR,Y02A20,6
1990,BR,Y02A30,1
1990,BR,Y02A40,5
1990,BR,Y02A50,2
1990,BR,Y02B10,2
1990,BR,Y02B20,3
1990,BR,Y02E10,31
1990,BR,Y02E20,1
1990,BR,Y02E30,4
1990,BR,Y02E40,1
1990,BR,Y02E50,3
1990,BR,Y02E60,9
1990,BR,Y02P10,6
1990,BR,Y02P20,1
1990,BR,Y02P40,2
1990,BR,Y02P60,3
1990,BR,Y02T10,9
1990,BR,Y02W10,2
1990,BR,Y02W30,6
1990,BS,Y02W10,1
1990,BY,Y02E30,1
1990,BY,Y02T10,1
1990,BY,Y02W10,2
1990,CA,Y02A20,7
1990,CA,Y02A30,7
1990,CA,Y02A40,14
1990,CA,Y02A50,10
1990,CA,Y02B10,5
1990,CA,Y02B20,2
1990,CA,Y02B30,13
1990,CA,Y02B70,1
1990,CA,Y02B80,2
1990,CA,Y02B90,1
1990,CA,Y02C20,5
1990,CA,Y02D30,5
1990,CA,Y02E10,19
1990,CA,Y02E20,4
1990,CA,Y02E30,8
1990,CA,Y02E40,1
1990,CA,Y02E50,2
1990,CA,Y02E60,47
1990,CA,Y02P10,33
1990,CA,Y02P20,15
1990,CA,Y02P30,2
1990,CA,Y02P40,2
1990,CA,Y02P60,7
1990,CA,Y02P70,10
1990,CA,Y02T10,31
1990,CA,Y02T50,1
1990,CA,Y02T70,1
1990,CA,Y02T90,2
1990,CA,Y02W10,8
1990,CA,Y02W30,17
1990,CH,Y02A10,1
1990,CH,Y02A30,5
1990,CH,Y02A40,3
1990,CH,Y02A50,5
1990,CH,Y02B10,1
1990,CH,Y02B20,2
1990,CH,Y02B30,10
1990,CH,Y02B80,2
1990,CH,Y02C20,1
1990,CH,Y02D30,2
1990,CH,Y02E10,4
1990,CH,Y02E20,3
1990,CH,Y02E30,2
1990,CH,Y02E40,2
1990,CH,Y02E50,2
1990,CH,Y02E60,27
1990,CH,Y02P10,8
1990,CH,Y02P20,21
1990,CH,Y02P40,1
1990,CH,Y02P60,2
1990,CH,Y02P70,8
1990,CH,Y02P90,2
1990,CH,Y02T10,12
1990,CH,Y02T30,2
1990,CH,Y02T50,1
1990,CH,Y02T90,2
1990,CH,Y02W10,5
1990,CH,Y02W30,26
1990,CH,Y02W90,1
1990,CL,Y02E50,1
1990,CL,Y02P10,1
1990,CN,Y02A20,51
1990,CN,Y02A30,12
1990,CN,Y02A40,63
1990,CN,Y02A50,26
1990,CN,Y02A90,1
1990,CN,Y02B10,3
1990,CN,Y02B20,4
1990,CN,Y02B30,3
1990,CN,Y02B40,3
1990,CN,Y02B60,1
1990,CN,Y02C20,1
1990,CN,Y02D30,2
1990,CN,Y02E10,113
1990,CN,Y02E20,30
1990,CN,Y02E30,5
1990,CN,Y02E40,11
1990,CN,Y02E50,15
1990,CN,Y02E60,86
1990,CN,Y02E70,2
1990,CN,Y02P10,46
1990,CN,Y02P20,43
1990,CN,Y02P40,16
1990,CN,Y02P60,31
1990,CN,Y02P70,11
1990,CN,Y02P80,7
1990,CN,Y02T10,44
1990,CN,Y02T30,1
1990,CN,Y02T70,1
1990,CN,Y02W10,40
1990,CN,Y02W30,54
1990,CN,Y02W90,6
1990,CO,Y02E10,1
1990,CU,Y02P20,1
1990,CZ,Y02A50,1
1990,CZ,Y02B30,4
1990,CZ,Y02E10,3
1990,CZ,Y02E30,1
1990,CZ,Y02E50,1
1990,CZ,Y02E60,1
1990,CZ,Y02P10,2
1990,CZ,Y02P20,3
1990,CZ,Y02P60,3
1990,CZ,Y02T10,6
1990,CZ,Y02T70,3
1990,CZ,Y02W10,9
1990,CZ,Y02W30,1
1990,DE,Y02A10,7
1990,DE,Y02A20,33
1990,DE,Y02A30,33
1990,DE,Y02A40,61
1990,DE,Y02A50,82
1990,DE,Y02A90,4
1990,DE,Y02B10,31
1990,DE,Y02B20,24
1990,DE,Y02B30,72
1990,DE,Y02B40,6
1990,DE,Y02B70,20
1990,DE,Y02B80,9
1990,DE,Y02B90,5
1990,DE,Y02C20,12
1990,DE,Y02D30,2
1990,DE,Y02E10,153
1990,DE,Y02E20,48
1990,DE,Y02E30,62
1990,DE,Y02E40,12
1990,DE,Y02E50,27
1990,DE,Y02E60,160
1990,DE,Y02E70,6
1990,DE,Y02P10,80
1990,DE,Y02P20,125
1990,DE,Y02P30,3
1990,DE,Y02P40,24
1990,DE,Y02P60,13
1990,DE,Y02P70,65
1990,DE,Y02P80,2
1990,DE,Y02P90,16
1990,DE,Y02T10,351
1990,DE,Y02T30,8
1990,DE,Y02T50,16
1990,DE,Y02T70,4
1990,DE,Y02T90,5
1990,DE,Y02W10,98
1990,DE,Y02W30,227
1990,DE,Y02W90,17
1990,DK,Y02A40,3
1990,DK,Y02A50,1
1990,DK,Y02B30,3
1990,DK,Y02E10,5
1990,DK,Y02E20,2
1990,DK,Y02E50,2
1990,DK,Y02P20,10
1990,DK,Y02P70,1
1990,DK,Y02T10,3
1990,DK,Y02W10,3
1990,DK,Y02W30,5
1990,DZ,Y02B90,1
1990,ES,Y02A20,6
1990,ES,Y02A40,10
1990,ES,Y02A50,1
1990,ES,Y02B10,1
1990,ES,Y02B30,1
1990,ES,Y02B90,2
1990,ES,Y02E10,25
1990,ES,Y02E30,2
1990,ES,Y02E50,3
1990,ES,Y02E60,3
1990,ES,Y02P10,5
1990,ES,Y02P20,2
1990,ES,Y02P30,1
1990,ES,Y02P60,3
1990,ES,Y02P90,1
1990,ES,Y02T10,11
1990,ES,Y02T90,1
1990,ES,Y02W10,1
1990,ES,Y02W30,6
1990,ES,Y02W90,1
1990,FI,Y02A10,1
1990,FI,Y02A30,3
1990,FI,Y02A40,3
1990,FI,Y02A50,3
1990,FI,Y02B10,1
1990,FI,Y02B20,1
1990,FI,Y02B30,9
1990,FI,Y02C20,1
1990,FI,Y02E10,4
1990,FI,Y02E20,2
1990,FI,Y02E50,3
1990,FI,Y02E60,1
1990,FI,Y02P10,4
1990,FI,Y02P20,7
1990,FI,Y02P40,2
1990,FI,Y02P70,6
1990,FI,Y02P90,1
1990,FI,Y02W10,1
1990,FI,Y02W30,12
1990,FR,Y02A10,2
1990,FR,Y02A20,5
1990,FR,Y02A30,8
1990,FR,Y02A40,32
1990,FR,Y02A50,18
1990,FR,Y02A90,6
1990,FR,Y02B10,3
1990,FR,Y02B20,5
1990,FR,Y02B30,16
1990,FR,Y02B40,4
1990,FR,Y02B70,10
1990,FR,Y02B80,2
1990,FR,Y02B90,5
1990,FR,Y02C20,7
1990,FR,Y02D30,1
1990,FR,Y02E10,19
1990,FR,Y02E20,12
1990,FR,Y02E30,67
1990,FR,Y02E40,6
1990,FR,Y02E50,7
1990,FR,Y02E60,29
1990,FR,Y02E70,1
1990,FR,Y02P10,33
1990,FR,Y02P20,33
1990,FR,Y02P30,4
1990,FR,Y02P40,18
1990,FR,Y02P60,6
1990,FR,Y02P70,10
1990,FR,Y02P80,3
1990,FR,Y02P90,8
1990,FR,Y02T10,59
1990,FR,Y02T30,2
1990,FR,Y02T50,18
1990,FR,Y02T70,3
1990,FR,Y02T90,1
1990,FR,Y02W10,13
1990,FR,Y02W30,41
1990,GB,Y02A10,2
1990,GB,Y02A20,8
1990,GB,Y02A30,6
1990,GB,Y02A40,10
1990,GB,Y02A50,13
1990,GB,Y02B10,3
1990,GB,Y02B20,6
1990,GB,Y02B30,12
1990,GB,Y02B40,1
1990,GB,Y02B70,2
1990,GB,Y02B80,2
1990,GB,Y02B90,2
1990,GB,Y02C20,1
1990,GB,Y02D10,1
1990,GB,Y02D30,5
1990,GB,Y02E10,24
1990,GB,Y02E20,13
1990,GB,Y02E30,9
1990,GB,Y02E40,2
1990,GB,Y02E50,4
1990,GB,Y02E60,38
1990,GB,Y02E70,1
1990,GB,Y02P10,16
1990,GB,Y02P20,31
1990,GB,Y02P30,1
1990,GB,Y02P40,3
1990,GB,Y02P70,8
1990,GB,Y02P80,1
1990,GB,Y02P90,4
1990,GB,Y02T10,60
1990,GB,Y02T50,18
1990,GB,Y02T70,3
1990,GB,Y02T90,1
1990,GB,Y02W10,23
1990,GB,Y02W30,19
1990,GD,Y02E10,1
1990,GE,Y02E10,1
1990,GE,Y02E60,1
1990,GR,Y02A20,1
1990,GR,Y02A40,3
1990,GR,Y02E10,4
1990,GR,Y02E60,2
1990,GR,Y02P30,1
1990,GR,Y02T10,2
1990,HK,Y02B20,1
1990,HK,Y02E10,1
1990,HK,Y02E60,2
1990,HR,Y02A50,1
1990,HU,Y02A10,1
1990,HU,Y02A20,2
1990,HU,Y02A30,5
1990,HU,Y02A40,4
1990,HU,Y02A50,1
1990,HU,Y02B10,1
1990,HU,Y02E10,4
1990,HU,Y02E50,1
1990,HU,Y02E60,4
1990,HU,Y02P10,3
1990,HU,Y02P60,1
1990,HU,Y02P70,2
1990,HU,Y02T10,5
1990,HU,Y02W10,3
1990,HU,Y02W30,9
1990,IE,Y02A40,3
1990,IE,Y02B30,1
1990,IE,Y02E10,1
1990,IE,Y02E40,1
1990,IE,Y02P20,1
1990,IE,Y02P60,1
1990,IE,Y02W10,1
1990,IE,Y02W30,1
1990,IL,Y02A20,2
1990,IL,Y02A40,6
1990,IL,Y02B20,1
1990,IL,Y02B40,1
1990,IL,Y02B70,1
1990,IL,Y02B90,2
1990,IL,Y02E10,6
1990,IL,Y02E60,9
1990,IL,Y02P10,1
1990,IL,Y02P20,2
1990,IL,Y02P60,2
1990,IL,Y02T10,2
1990,IL,Y02T90,1
1990,IL,Y02W10,1
1990,IN,Y02A40,1
1990,IN,Y02E10,4
1990,IN,Y02P20,1
1990,IN,Y02P40,1
1990,IN,Y02W30,2
1990,IR,Y02T10,1
1990,IT,Y02A10,1
1990,IT,Y02A20,4
1990,IT,Y02A30,1
1990,IT,Y02A40,6
1990,IT,Y02A50,10
1990,IT,Y02B10,1
1990,IT,Y02B30,6
1990,IT,Y02B40,3
1990,IT,Y02B90,1
1990,IT,Y02D30,1
1990,IT,Y02E10,5
1990,IT,Y02E20,2
1990,IT,Y02E30,5
1990,IT,Y02E50,1
1990,IT,Y02E60,17
1990,IT,Y02P10,11
1990,IT,Y02P20,24
1990,IT,Y02P30,1
1990,IT,Y02P40,3
1990,IT,Y02P60,1
1990,IT,Y02P70,5
1990,IT,Y02P80,1
1990,IT,Y02P90,3
1990,IT,Y02T10,23
1990,IT,Y02T50,1
1990,IT,Y02T70,1
1990,IT,Y02T90,1
1990,IT,Y02W10,9
1990,IT,Y02W30,25
1990,IT,Y02W90,2
1990,JP,Y02A10,1
1990,JP,Y02A20,14
1990,JP,Y02A30,8
1990,JP,Y02A40,11
1990,JP,Y02A50,52
1990,JP,Y02A90,3
1990,JP,Y02B10,4
1990,JP,Y02B20,14
1990,JP,Y02B30,36
1990,JP,Y02B40,12
1990,JP,Y02B50,1
1990,JP,Y02B70,22
1990,JP,Y02B90,6
1990,JP,Y02C20,13
1990,JP,Y02D10,20
1990,JP,Y02D30,24
1990,JP,Y02E10,79
1990,JP,Y02E20,17
1990,JP,Y02E30,55
1990,JP,Y02E40,16
1990,JP,Y02E50,9
1990,JP,Y02E60,160
1990,JP,Y02P10,28
1990,JP,Y02P20,124
1990,JP,Y02P40,21
1990,JP,Y02P60,2
1990,JP,Y02P70,76
1990,JP,Y02P80,4
1990,JP,Y02P90,80
1990,JP,Y02T10,336
1990,JP,Y02T30,5
1990,JP,Y02T50,7
1990,JP,Y02T70,2
1990,JP,Y02T90,5
1990,JP,Y02W10,16
1990,JP,Y02W30,48
1990,JP,Y02W90,1
1990,KG,Y02E10,5
1990,KR,Y02A20,1
1990,KR,Y02A30,2
1990,KR,Y02A40,47
1990,KR,Y02A50,4
1990,KR,Y02B10,1
1990,KR,Y02B20,4
1990,KR,Y02B30,12
1990,KR,Y02B40,7
1990,KR,Y02B70,5
1990,KR,Y02B90,2
1990,KR,Y02D30,8
1990,KR,Y02E10,13
1990,KR,Y02E20,3
1990,KR,Y02E30,2
1990,KR,Y02E40,2
1990,KR,Y02E50,4
1990,KR,Y02E60,35
1990,KR,Y02E70,1
1990,KR,Y02P10,5
1990,KR,Y02P20,4
1990,KR,Y02P40,2
1990,KR,Y02P60,11
1990,KR,Y02P70,5
1990,KR,Y02P80,1
1990,KR,Y02T10,13
1990,KR,Y02T50,1
1990,KR,Y02T70,1
1990,KR,Y02W10,18
1990,KR,Y02W30,18
1990,KY,Y02T50,1
1990,KZ,Y02P10,1
1990,KZ,Y02T10,7
1990,LI,Y02B20,2
1990,LI,Y02E20,1
1990,LI,Y02P20,2
1990,LI,Y02P40,1
1990,LI,Y02W30,2
1990,LT,Y02E10,1
1990,LT,Y02E60,1
1990,LT,Y02P20,1
1990,LU,Y02A30,1
1990,LU,Y02B10,2
1990,LU,Y02B80,1
1990,LU,Y02E10,3
1990,LU,Y02E30,2
1990,LU,Y02E60,11
1990,LU,Y02P10,1
1990,LU,Y02P70,6
1990,MA,Y02A40,2
1990,MA,Y02E10,1
1990,MA,Y02W10,1
1990,MC,Y02A40,1
1990,MC,Y02T10,1
1990,MD,Y02A20,2
1990,MD,Y02E10,1
1990,MT,Y02T50,1
1990,MX,Y02E30,1
1990,MX,Y02P10,4
1990,MX,Y02P20,1
1990,MX,Y02P90,1
1990,MX,Y02T10,1
1990,MX,Y02W10,1
1990,MX,Y02W90,1
1990,MY,Y02A50,1
1990,NL,Y02A10,2
1990,NL,Y02A30,2
1990,NL,Y02A40,18
1990,NL,Y02A50,7
1990,NL,Y02B10,1
1990,NL,Y02B20,11
1990,NL,Y02B30,3
1990,NL,Y02B40,1
1990,NL,Y02B70,7
1990,NL,Y02B80,1
1990,NL,Y02B90,2
1990,NL,Y02C20,1
1990,NL,Y02D30,5
1990,NL,Y02E10,4
1990,NL,Y02E20,2
1990,NL,Y02E30,2
1990,NL,Y02E50,5
1990,NL,Y02E60,12
1990,NL,Y02P10,1
1990,NL,Y02P20,20
1990,NL,Y02P30,2
1990,NL,Y02P60,5
1990,NL,Y02P70,8
1990,NL,Y02P80,3
1990,NL,Y02P90,1
1990,NL,Y02T10,6
1990,NL,Y02W10,11
1990,NL,Y02W30,13
1990,NO,Y02A10,1
1990,NO,Y02A20,6
1990,NO,Y02A30,1
1990,NO,Y02A40,6
1990,NO,Y02A50,2
1990,NO,Y02A90,2
1990,NO,Y02B10,1
1990,NO,Y02E10,2
1990,NO,Y02E60,2
1990,NO,Y02P10,7
1990,NO,Y02T10,1
1990,NO,Y02W10,1
1990,NO,Y02W30,4
1990,NZ,Y02A20,1
1990,NZ,Y02E60,2
1990,NZ,Y02P40,1
1990,NZ,Y02P70,1
1990,NZ,Y02T10,2
1990,NZ,Y02W30,1
1990,PA,Y02A50,1
1990,PA,Y02B40,1
1990,PH,Y02E10,1
1990,PH,Y02T10,1
1990,PL,Y02A20,2
1990,PL,Y02A40,9
1990,PL,Y02A50,1
1990,PL,Y02E10,23
1990,PL,Y02E20,4
1990,PL,Y02E60,4
1990,PL,Y02P10,6
1990,PL,Y02P20,5
1990,PL,Y02P40,4
1990,PL,Y02P60,1
1990,PL,Y02P70,1
1990,PL,Y02W10,35
1990,PL,Y02W30,15
1990,PT,Y02A20,1
1990,PT,Y02E10,2
1990,PT,Y02T10,2
1990,PT,Y02W10,1
1990,RO,Y02A20,1
1990,RO,Y02A50,1
1990,RO,Y02E10,5
1990,RO,Y02E20,1
1990,RO,Y02E30,2
1990,RO,Y02E40,3
1990,RO,Y02E50,5
1990,RO,Y02E60,1
1990,RO,Y02P10,10
1990,RO,Y02P20,3
1990,RO,Y02P40,2
1990,RO,Y02P60,1
1990,RO,Y02T10,1
1990,RO,Y02W30,2
1990,RU,Y02A10,2
1990,RU,Y02A20,11
1990,RU,Y02A30,4
1990,RU,Y02A40,17
1990,RU,Y02A50,5
1990,RU,Y02A90,9
1990,RU,Y02B20,1
1990,RU,Y02B30,5
1990,RU,Y02B70,1
1990,RU,Y02C20,3
1990,RU,Y02E10,56
1990,RU,Y02E20,3
1990,RU,Y02E30,41
1990,RU,Y02E40,14
1990,RU,Y02E50,4
1990,RU,Y02E60,21
1990,RU,Y02P10,38
1990,RU,Y02P20,10
1990,RU,Y02P40,4
1990,RU,Y02P60,3
1990,RU,Y02P70,5
1990,RU,Y02P80,1
1990,RU,Y02P90,1
1990,RU,Y02T10,41
1990,RU,Y02T50,9
1990,RU,Y02T70,11
1990,RU,Y02W10,7
1990,RU,Y02W30,13
1990,SE,Y02A10,1
1990,SE,Y02A20,2
1990,SE,Y02A30,3
1990,SE,Y02A40,3
1990,SE,Y02A50,8
1990,SE,Y02A90,1
1990,SE,Y02B10,1
1990,SE,Y02B30,8
1990,SE,Y02B70,1
1990,SE,Y02D30,4
1990,SE,Y02E10,5
1990,SE,Y02E20,2
1990,SE,Y02E30,19
1990,SE,Y02E40,1
1990,SE,Y02E50,1
1990,SE,Y02E60,6
1990,SE,Y02P10,4
1990,SE,Y02P20,5
1990,SE,Y02P40,4
1990,SE,Y02P60,1
1990,SE,Y02P70,3
1990,SE,Y02P80,1
1990,SE,Y02P90,2
1990,SE,Y02T10,15
1990,SE,Y02T90,1
1990,SE,Y02W10,6
1990,SE,Y02W30,8
1990,SG,Y02P30,1
1990,SI,Y02A50,1
1990,SK,Y02P10,2
1990,SK,Y02P20,1
1990,SK,Y02T10,2
1990,SK,Y02W10,3
1990,ST,Y02A40,1
1990,ST,Y02E60,1
1990,ST,Y02P20,3
1990,ST,Y02P70,1
1990,ST,Y02W30,2
1990,TG,Y02P10,1
1990,TM,Y02T10,1
1990,TR,Y02E10,2
1990,TT,Y02T10,1
1990,TW,Y02B20,6
1990,TW,Y02B30,2
1990,TW,Y02D10,1
1990,TW,Y02E10,3
1990,TW,Y02E20,1
1990,TW,Y02E60,4
1990,TW,Y02T10,3
1990,UA,Y02A30,2
1990,UA,Y02A90,1
1990,UA,Y02B30,1
1990,UA,Y02B70,1
1990,UA,Y02E10,7
1990,UA,Y02E20,1
1990,UA,Y02E40,2
1990,UA,Y02E60,1
1990,UA,Y02P10,3
1990,UA,Y02P40,1
1990,UA,Y02P60,1
1990,UA,Y02T10,9
1990,UA,Y02T30,1
1990,UA,Y02W10,1
1990,US,Y02A10,15
1990,US,Y02A20,92
1990,US,Y02A30,34
1990,US,Y02A40,85
1990,US,Y02A50,153
1990,US,Y02A90,25
1990,US,Y02B10,18
1990,US,Y02B20,64
1990,US,Y02B30,81
1990,US,Y02B40,13
1990,US,Y02B50,1
1990,US,Y02B60,2
1990,US,Y02B70,55
1990,US,Y02B80,5
1990,US,Y02B90,23
1990,US,Y02C10,2
1990,US,Y02C20,44
1990,US,Y02D10,17
1990,US,Y02D30,50
1990,US,Y02E10,142
1990,US,Y02E20,45
1990,US,Y02E30,219
1990,US,Y02E40,27
1990,US,Y02E50,29
1990,US,Y02E60,369
1990,US,Y02E70,7
1990,US,Y02P10,115
1990,US,Y02P20,310
1990,US,Y02P30,10
1990,US,Y02P40,46
1990,US,Y02P60,29
1990,US,Y02P70,150
1990,US,Y02P80,10
1990,US,Y02P90,63
1990,US,Y02T10,283
1990,US,Y02T30,2
1990,US,Y02T50,181
1990,US,Y02T70,9
1990,US,Y02T90,9
1990,US,Y02W10,82
1990,US,Y02W30,188
1990,US,Y02W90,11
1990,UY,Y02E10,1
1990,UZ,Y02P80,1
1990,UZ,Y02T10,1
1990,VE,Y02E60,1
1990,VE,Y02P10,5
1990,VG,Y02T10,1
1990,ZA,Y02A30,1
1990,ZA,Y02A50,1
1990,ZA,Y02C20,1
1990,ZA,Y02E10,1
1990,ZA,Y02E60,1
1990,ZA,Y02P10,1
1990,ZA,Y02P70,1
1990,ZA,Y02T10,1
1990,ZA,Y02W10,1
1990,ZA,Y02W30,1
1990,ZW,Y02P10,1
1990,ZW,Y02P60,1
1991,AD,Y02A10,1
1991,AD,Y02A20,2
1991,AE,Y02W30,1
1991,AM,Y02T10,1
1991,AR,Y02A30,1
1991,AR,Y02B30,1
1991,AR,Y02E10,1
1991,AR,Y02E40,1
1991,AT,Y02A30,1
1991,AT,Y02A40,8
1991,AT,Y02A50,2
1991,AT,Y02B10,7
1991,AT,Y02B20,1
1991,AT,Y02B30,12
1991,AT,Y02B70,1
1991,AT,Y02B80,1
1991,AT,Y02B90,1
1991,AT,Y02E10,20
1991,AT,Y02E20,3
1991,AT,Y02E50,1
1991,AT,Y02E60,11
1991,AT,Y02P10,18
1991,AT,Y02P20,9
1991,AT,Y02P40,1
1991,AT,Y02P70,6
1991,AT,Y02P90,1
1991,AT,Y02T10,16
1991,AT,Y02T30,1
1991,AT,Y02T50,1
1991,AT,Y02T90,2
1991,AT,Y02W10,9
1991,AT,Y02W30,21
1991,AT,Y02W90,4
1991,AU,Y02A20,1
1991,AU,Y02A30,2
1991,AU,Y02A40,5
1991,AU,Y02A50,8
1991,AU,Y02B10,1
1991,AU,Y02B20,1
1991,AU,Y02B70,1
1991,AU,Y02E10,3
1991,AU,Y02E50,2
1991,AU,Y02E60,5
1991,AU,Y02P10,10
1991,AU,Y02P20,2
1991,AU,Y02P40,1
1991,AU,Y02P60,1
1991,AU,Y02P70,1
1991,AU,Y02T10,12
1991,AU,Y02T70,1
1991,AU,Y02W10,7
1991,AU,Y02W30,5
1991,AZ,Y02A40,2
1991,AZ,Y02E10,2
1991,AZ,Y02E30,1
1991,AZ,Y02E60,1
1991,AZ,Y02P60,1
1991,AZ,Y02T10,2
1991,BA,Y02P20,1
1991,BE,Y02A30,1
1991,BE,Y02A40,7
1991,BE,Y02A50,2
1991,BE,Y02B10,1
1991,BE,Y02B70,1
1991,BE,Y02B80,1
1991,BE,Y02B90,1
1991,BE,Y02C20,2
1991,BE,Y02D10,2
1991,BE,Y02E10,3
1991,BE,Y02E20,1
1991,BE,Y02E30,1
1991,BE,Y02E50,3
1991,BE,Y02E60,2
1991,BE,Y02P10,2
1991,BE,Y02P20,5
1991,BE,Y02P40,2
1991,BE,Y02P60,1
1991,BE,Y02P70,1
1991,BE,Y02P90,1
1991,BE,Y02T30,1
1991,BE,Y02T50,1
1991,BE,Y02W10,4
1991,BE,Y02W30,5
1991,BG,Y02A20,1
1991,BG,Y02A40,1
1991,BG,Y02A50,1
1991,BG,Y02B10,1
1991,BG,Y02C20,1
1991,BG,Y02E10,3
1991,BG,Y02E50,1
1991,BG,Y02E60,1
1991,BG,Y02P60,2
1991,BG,Y02P70,1
1991,BG,Y02W30,2
1991,BH,Y02A20,2
1991,BR,Y02A20,8
1991,BR,Y02A30,2
1991,BR,Y02A40,6
1991,BR,Y02A50,2
1991,BR,Y02B10,1
1991,BR,Y02B20,3
1991,BR,Y02B40,2
1991,BR,Y02E10,18
1991,BR,Y02E20,2
1991,BR,Y02E40,1
1991,BR,Y02E50,10
1991,BR,Y02E60,4
1991,BR,Y02E70,2
1991,BR,Y02P10,4
1991,BR,Y02P20,1
1991,BR,Y02P40,1
1991,BR,Y02P60,4
1991,BR,Y02P70,1
1991,BR,Y02T10,9
1991,BR,Y02T50,1
1991,BR,Y02W30,7
1991,BS,Y02A30,1
1991,BS,Y02W10,1
1991,BY,Y02A40,5
1991,BY,Y02A50,1
1991,BY,Y02B10,1
1991,BY,Y02B30,1
1991,BY,Y02E10,2
1991,BY,Y02E30,1
1991,BY,Y02P10,2
1991,BY,Y02P20,1
1991,BY,Y02P60,3
1991,BY,Y02W10,1
1991,BY,Y02W30,2
1991,CA,Y02A10,2
1991,CA,Y02A20,10
1991,CA,Y02A30,3
1991,CA,Y02A40,12
1991,CA,Y02A50,8
1991,CA,Y02A90,1
1991,CA,Y02B10,3
1991,CA,Y02B20,1
1991,CA,Y02B30,6
1991,CA,Y02B40,3
1991,CA,Y02B70,3
1991,CA,Y02C20,1
1991,CA,Y02D10,1
1991,CA,Y02D30,3
1991,CA,Y02E10,12
1991,CA,Y02E20,3
1991,CA,Y02E30,5
1991,CA,Y02E40,1
1991,CA,Y02E50,3
1991,CA,Y02E60,37
1991,CA,Y02P10,17
1991,CA,Y02P20,16
1991,CA,Y02P40,3
1991,CA,Y02P60,3
1991,CA,Y02P70,10
1991,CA,Y02T10,41
1991,CA,Y02T30,1
1991,CA,Y02T50,3
1991,CA,Y02T70,1
1991,CA,Y02T90,4
1991,CA,Y02W10,13
1991,CA,Y02W30,32
1991,CA,Y02W90,3
1991,CH,Y02A20,1
1991,CH,Y02A30,1
1991,CH,Y02A40,9
1991,CH,Y02A50,11
1991,CH,Y02B10,2
1991,CH,Y02B30,10
1991,CH,Y02B40,1
1991,CH,Y02B70,1
1991,CH,Y02B90,1
1991,CH,Y02E10,18
1991,CH,Y02E20,8
1991,CH,Y02E30,4
1991,CH,Y02E40,2
1991,CH,Y02E50,1
1991,CH,Y02E60,9
1991,CH,Y02P10,10
1991,CH,Y02P20,21
1991,CH,Y02P30,1
1991,CH,Y02P40,2
1991,CH,Y02P70,15
1991,CH,Y02P80,1
1991,CH,Y02P90,8
1991,CH,Y02T10,4
1991,CH,Y02T50,1
1991,CH,Y02T90,2
1991,CH,Y02W10,7
1991,CH,Y02W30,28
1991,CH,Y02W90,3
1991,CI,Y02A10,1
1991,CL,Y02E10,1
1991,CL,Y02P10,1
1991,CN,Y02A10,1
1991,CN,Y02A20,46
1991,CN,Y02A30,7
1991,CN,Y02A40,73
1991,CN,Y02A50,26
1991,CN,Y02A90,1
1991,CN,Y02B10,9
1991,CN,Y02B20,10
1991,CN,Y02B30,10
1991,CN,Y02B40,5
1991,CN,Y02C20,3
1991,CN,Y02D30,2
1991,CN,Y02E10,149
1991,CN,Y02E20,27
1991,CN,Y02E30,4
1991,CN,Y02E40,5
1991,CN,Y02E50,15
1991,CN,Y02E60,97
